race,age,sexe,sterilise,poids,region,freq_soins,cout_moyen
Labrador,12.7,F,1,31.0,Auvergne-Rhône-Alpes,0,329.99
Bouledogue français,10.7,M,1,11.0,Nouvelle-Aquitaine,3,120.61
Teckel,1.6,M,0,8.3,Autres,1,135.78
Croisé,14.3,F,0,14.0,Auvergne-Rhône-Alpes,0,673.22
Golden Retriever,7.6,M,0,28.9,Hauts-de-France,3,446.81
Yorkshire,8.0,M,1,3.5,Nouvelle-Aquitaine,0,582.28
Rottweiler,14.9,M,0,36.7,Auvergne-Rhône-Alpes,6,93.14
Rottweiler,14.9,M,1,45.9,Auvergne-Rhône-Alpes,2,306.01
Labrador,11.2,M,0,26.6,Auvergne-Rhône-Alpes,2,107.2
Caniche,3.4,F,1,10.1,Auvergne-Rhône-Alpes,1,207.35
Rottweiler,2.6,M,1,53.4,Auvergne-Rhône-Alpes,0,1249.73
Golden Retriever,12.8,M,1,33.7,Hauts-de-France,3,275.23
Beagle,4.0,F,1,16.5,Autres,0,439.4
Rottweiler,8.0,F,0,30.2,Hauts-de-France,1,724.36
Yorkshire,11.6,M,1,3.8,Occitanie,1,153.44
Rottweiler,4.2,M,1,39.8,Occitanie,0,40.89
Teckel,3.8,F,1,6.2,Autres,1,161.3
Chihuahua,0.5,F,1,3.2,Hauts-de-France,2,93.97
Berger Allemand,11.8,F,1,28.5,Nouvelle-Aquitaine,4,277.54
Labrador,12.2,F,0,35.9,Île-de-France,1,922.89
Croisé,14.2,M,1,21.1,Hauts-de-France,2,408.13
Yorkshire,14.0,F,0,5.0,Occitanie,2,148.39
Husky,2.0,M,1,29.8,Île-de-France,2,246.1
Teckel,11.0,M,0,8.1,Auvergne-Rhône-Alpes,3,492.83
Husky,11.8,M,1,22.8,Île-de-France,5,447.6
Beagle,7.7,M,1,12.3,Nouvelle-Aquitaine,3,720.69
Berger Allemand,14.5,M,0,33.5,Nouvelle-Aquitaine,0,480.26
Yorkshire,5.3,M,1,4.3,Nouvelle-Aquitaine,1,58.83
Husky,12.3,F,1,26.7,Hauts-de-France,2,608.93
Golden Retriever,5.8,M,0,40.2,Nouvelle-Aquitaine,0,221.38
Rottweiler,4.0,F,1,45.7,Occitanie,0,1966.52
Berger Allemand,1.3,M,1,37.0,Occitanie,1,137.95
Golden Retriever,8.8,M,1,27.1,Hauts-de-France,1,303.8
Golden Retriever,2.1,M,1,37.9,Nouvelle-Aquitaine,1,1501.42
Bouledogue français,9.4,F,1,7.8,Autres,4,453.62
Labrador,7.8,M,0,30.6,Île-de-France,0,508.3
Berger Allemand,10.3,M,1,37.6,Autres,2,155.56
Teckel,7.4,M,0,9.5,Hauts-de-France,5,466.7
Beagle,6.1,F,0,15.6,Auvergne-Rhône-Alpes,2,250.14
Golden Retriever,10.4,M,1,26.4,Nouvelle-Aquitaine,0,184.42
Croisé,4.8,F,1,18.7,Île-de-France,2,299.43
Teckel,2.5,M,1,8.1,Autres,1,146.06
Beagle,9.0,F,1,15.2,Auvergne-Rhône-Alpes,1,168.3
Croisé,12.4,M,0,16.3,Île-de-France,2,608.55
Labrador,1.5,F,1,35.9,Occitanie,1,685.76
Teckel,10.8,F,1,7.5,Auvergne-Rhône-Alpes,2,205.16
Rottweiler,12.1,F,0,46.4,Île-de-France,6,432.03
Bouledogue français,11.1,F,0,10.5,Autres,5,48.93
Husky,1.9,F,0,25.7,Hauts-de-France,2,116.59
Labrador,2.2,M,0,24.1,Île-de-France,0,388.89
Teckel,12.4,F,0,7.9,Hauts-de-France,2,144.18
Berger Allemand,3.0,F,1,30.5,Hauts-de-France,0,377.42
Teckel,4.3,F,1,8.3,Nouvelle-Aquitaine,0,76.56
Husky,6.0,F,1,31.9,Nouvelle-Aquitaine,1,553.54
Yorkshire,8.2,F,1,3.7,Hauts-de-France,3,362.48
Rottweiler,8.3,M,1,45.2,Nouvelle-Aquitaine,5,1308.64
Labrador,13.8,M,0,32.2,Autres,1,246.6
Labrador,4.6,M,1,21.0,Auvergne-Rhône-Alpes,0,596.86
Chihuahua,12.6,M,0,3.0,Autres,1,282.62
Croisé,14.4,M,1,17.3,Nouvelle-Aquitaine,2,205.21
Chihuahua,13.2,F,1,3.8,Nouvelle-Aquitaine,0,127.69
Chihuahua,5.4,M,1,2.8,Hauts-de-France,0,42.88
Golden Retriever,11.4,F,1,21.6,Auvergne-Rhône-Alpes,2,619.74
Teckel,7.8,F,1,8.0,Auvergne-Rhône-Alpes,3,322.68
Husky,0.5,M,1,29.1,Occitanie,1,159.33
Husky,8.5,M,0,28.8,Autres,3,195.44
Beagle,11.8,M,0,12.1,Auvergne-Rhône-Alpes,2,859.77
Caniche,11.5,F,0,10.2,Auvergne-Rhône-Alpes,3,104.65
Caniche,9.5,M,1,9.2,Auvergne-Rhône-Alpes,2,274.76
Golden Retriever,5.2,F,0,27.6,Nouvelle-Aquitaine,3,331.07
Husky,4.7,F,0,23.3,Auvergne-Rhône-Alpes,1,294.86
Labrador,11.4,M,0,25.3,Hauts-de-France,0,648.75
Labrador,5.5,F,1,28.0,Île-de-France,1,270.64
Golden Retriever,10.6,M,1,25.0,Île-de-France,1,174.63
Teckel,1.2,F,1,8.9,Nouvelle-Aquitaine,0,98.28
Chihuahua,4.5,F,1,2.6,Île-de-France,0,268.48
Croisé,10.4,M,1,21.1,Hauts-de-France,3,241.0
Husky,14.6,M,1,21.8,Hauts-de-France,0,334.5
Chihuahua,5.4,F,1,2.5,Île-de-France,2,214.01
Berger Allemand,12.4,M,0,36.0,Nouvelle-Aquitaine,1,545.37
Rottweiler,7.6,F,0,45.2,Autres,2,188.4
Teckel,14.8,F,0,8.0,Nouvelle-Aquitaine,2,155.08
Teckel,11.4,F,1,9.0,Nouvelle-Aquitaine,0,66.5
Labrador,12.5,F,1,24.9,Occitanie,4,921.93
Golden Retriever,0.8,F,1,28.3,Hauts-de-France,2,328.12
Yorkshire,9.2,M,1,3.9,Nouvelle-Aquitaine,1,615.73
Berger Allemand,9.0,M,0,29.6,Auvergne-Rhône-Alpes,3,795.2
Yorkshire,13.6,M,1,3.3,Occitanie,3,555.2
Yorkshire,7.8,M,1,4.4,Occitanie,1,79.34
Beagle,10.5,F,0,16.1,Occitanie,2,415.56
Yorkshire,12.1,M,1,2.5,Île-de-France,2,217.86
Labrador,3.8,M,0,34.5,Autres,1,827.12
Beagle,2.0,F,0,14.9,Auvergne-Rhône-Alpes,2,338.25
Golden Retriever,1.7,F,1,24.5,Auvergne-Rhône-Alpes,1,57.79
Caniche,13.6,F,0,8.3,Auvergne-Rhône-Alpes,2,57.35
Beagle,7.5,M,0,16.4,Autres,2,174.49
Berger Allemand,13.9,M,0,36.8,Autres,2,353.93
Berger Allemand,8.6,F,0,29.5,Auvergne-Rhône-Alpes,2,358.81
Beagle,3.2,F,1,14.0,Hauts-de-France,2,262.69
Bouledogue français,4.5,F,1,13.8,Occitanie,0,337.81
Berger Allemand,14.0,F,0,34.1,Nouvelle-Aquitaine,3,386.48
Croisé,10.3,M,1,22.6,Auvergne-Rhône-Alpes,1,53.04
Teckel,2.0,F,0,7.4,Auvergne-Rhône-Alpes,1,59.87
Beagle,8.9,M,1,16.4,Hauts-de-France,3,665.32
Husky,3.0,F,1,30.7,Nouvelle-Aquitaine,1,191.05
Berger Allemand,13.4,M,1,29.1,Auvergne-Rhône-Alpes,2,623.9
Golden Retriever,3.4,M,1,35.0,Île-de-France,1,787.49
Labrador,14.8,M,1,24.4,Nouvelle-Aquitaine,1,148.75
Labrador,8.7,M,1,26.1,Nouvelle-Aquitaine,3,104.83
Caniche,3.7,M,0,9.4,Occitanie,1,67.64
Beagle,6.7,F,1,12.7,Auvergne-Rhône-Alpes,1,157.2
Berger Allemand,3.4,F,1,33.9,Nouvelle-Aquitaine,0,380.12
Husky,13.3,F,0,29.4,Autres,1,543.3
Husky,5.7,F,1,35.2,Nouvelle-Aquitaine,0,668.38
Bouledogue français,5.5,M,0,11.8,Hauts-de-France,2,300.82
Berger Allemand,2.1,M,1,28.3,Hauts-de-France,0,242.12
Golden Retriever,13.8,F,0,29.2,Autres,6,433.37
Husky,9.3,F,0,27.6,Île-de-France,2,581.59
Chihuahua,9.9,F,0,3.1,Nouvelle-Aquitaine,1,33.39
Yorkshire,14.2,M,0,3.3,Nouvelle-Aquitaine,0,48.74
Croisé,7.6,M,1,21.5,Hauts-de-France,1,350.37
Beagle,14.2,F,0,13.1,Île-de-France,1,766.13
Golden Retriever,3.3,F,1,34.4,Nouvelle-Aquitaine,2,956.95
Chihuahua,8.0,M,0,2.7,Nouvelle-Aquitaine,2,480.66
Rottweiler,0.7,F,1,54.8,Hauts-de-France,1,1562.99
Teckel,5.3,M,1,11.1,Nouvelle-Aquitaine,0,149.34
Berger Allemand,12.0,M,1,38.3,Occitanie,3,602.43
Golden Retriever,5.4,F,0,27.0,Hauts-de-France,0,453.04
Beagle,2.2,F,1,15.6,Autres,1,377.43
Beagle,13.2,F,0,13.0,Île-de-France,2,76.82
Husky,4.4,F,1,32.3,Nouvelle-Aquitaine,0,248.65
Beagle,3.7,M,0,11.5,Occitanie,2,979.34
Husky,14.8,F,0,36.0,Nouvelle-Aquitaine,2,408.0
Caniche,10.3,M,0,8.6,Occitanie,0,217.74
Yorkshire,0.5,M,1,4.0,Auvergne-Rhône-Alpes,1,80.34
Croisé,8.0,M,0,24.4,Autres,3,235.51
Croisé,14.3,F,1,24.7,Nouvelle-Aquitaine,5,279.65
Chihuahua,3.2,F,0,2.4,Occitanie,2,89.84
Golden Retriever,6.8,M,0,30.4,Occitanie,2,343.44
Labrador,2.1,M,0,25.3,Île-de-France,0,103.16
Caniche,7.3,F,1,12.3,Île-de-France,2,747.6
Labrador,14.2,F,0,15.8,Île-de-France,1,551.02
Croisé,7.5,M,1,19.2,Hauts-de-France,2,110.0
Bouledogue français,3.4,M,1,9.7,Nouvelle-Aquitaine,1,106.47
Labrador,13.4,F,0,40.2,Hauts-de-France,3,1810.61
Husky,12.1,M,0,29.3,Autres,1,494.51
Labrador,6.6,M,0,34.2,Autres,1,1031.75
Berger Allemand,6.4,M,1,28.6,Autres,1,234.05
Caniche,4.1,F,0,7.1,Nouvelle-Aquitaine,1,80.59
Husky,14.5,F,1,26.2,Nouvelle-Aquitaine,3,218.38
Husky,9.9,F,1,27.2,Occitanie,4,505.64
Husky,5.9,M,1,28.0,Occitanie,1,99.87
Labrador,10.1,M,1,26.5,Île-de-France,0,289.68
Yorkshire,10.8,F,1,3.9,Auvergne-Rhône-Alpes,3,60.71
Husky,4.8,M,1,27.0,Autres,1,213.34
Croisé,3.1,F,0,25.4,Auvergne-Rhône-Alpes,2,32.21
Croisé,13.3,F,1,23.8,Autres,1,183.5
Husky,2.5,M,0,36.8,Occitanie,0,321.77
Berger Allemand,14.9,F,0,30.7,Nouvelle-Aquitaine,1,499.52
Husky,0.9,M,1,25.5,Occitanie,0,355.88
Husky,5.6,M,1,30.5,Nouvelle-Aquitaine,1,62.61
Chihuahua,4.9,M,0,2.9,Autres,1,235.83
Teckel,5.6,F,0,8.9,Auvergne-Rhône-Alpes,0,163.08
Chihuahua,7.4,M,0,3.6,Auvergne-Rhône-Alpes,1,188.53
Labrador,7.2,M,1,29.9,Île-de-France,1,1173.17
Beagle,0.7,M,1,18.2,Autres,1,94.44
Rottweiler,4.5,M,0,38.3,Nouvelle-Aquitaine,0,117.07
Husky,11.7,M,0,26.7,Occitanie,3,450.35
Labrador,8.5,F,1,27.9,Hauts-de-France,2,497.33
Chihuahua,3.2,M,1,3.2,Autres,2,88.44
Rottweiler,9.9,F,1,46.2,Occitanie,2,1190.97
Teckel,13.3,F,1,7.9,Autres,2,446.83
Beagle,9.8,F,1,13.7,Auvergne-Rhône-Alpes,1,233.18
Bouledogue français,9.4,F,1,8.6,Auvergne-Rhône-Alpes,3,122.73
Beagle,13.9,F,1,15.4,Autres,1,201.76
Rottweiler,14.9,F,1,41.2,Occitanie,6,855.51
Croisé,5.8,M,0,19.5,Occitanie,0,278.11
Golden Retriever,2.9,F,1,33.9,Île-de-France,1,634.84
Berger Allemand,2.8,F,0,40.7,Nouvelle-Aquitaine,2,407.66
Yorkshire,7.3,F,0,3.9,Île-de-France,2,127.96
Berger Allemand,11.4,M,1,32.7,Autres,1,506.88
Rottweiler,6.7,F,1,34.8,Île-de-France,2,862.16
Yorkshire,10.3,M,0,3.2,Occitanie,0,122.78
Chihuahua,9.7,M,1,3.0,Nouvelle-Aquitaine,2,329.28
Husky,7.8,M,1,18.8,Autres,2,266.47
Golden Retriever,11.9,F,0,23.8,Auvergne-Rhône-Alpes,0,239.8
Chihuahua,11.5,M,0,2.4,Île-de-France,3,330.73
Yorkshire,6.2,M,1,4.0,Île-de-France,0,116.33
Teckel,9.7,F,0,8.1,Occitanie,3,529.17
Husky,11.9,M,0,31.4,Nouvelle-Aquitaine,3,751.41
Croisé,12.8,F,0,20.0,Auvergne-Rhône-Alpes,2,321.01
Beagle,6.1,M,1,11.9,Nouvelle-Aquitaine,1,149.27
Yorkshire,7.3,M,1,3.9,Auvergne-Rhône-Alpes,4,80.19
Bouledogue français,6.5,M,1,13.3,Occitanie,1,193.33
Caniche,5.5,F,1,8.0,Île-de-France,1,279.24
Rottweiler,5.8,F,1,57.2,Nouvelle-Aquitaine,3,188.56
Bouledogue français,6.0,F,0,16.6,Île-de-France,0,398.96
Chihuahua,13.8,F,1,3.0,Autres,2,27.49
Berger Allemand,3.5,M,0,36.0,Île-de-France,2,893.35
Berger Allemand,5.5,M,1,34.6,Hauts-de-France,2,90.28
Caniche,6.6,M,1,10.2,Hauts-de-France,0,60.32
Golden Retriever,0.5,F,1,32.3,Auvergne-Rhône-Alpes,1,1228.26
Yorkshire,13.4,F,1,4.4,Autres,3,209.57
Chihuahua,11.6,F,0,2.6,Nouvelle-Aquitaine,2,26.99
Caniche,10.1,F,1,10.5,Auvergne-Rhône-Alpes,5,554.79
Rottweiler,8.9,F,1,43.6,Hauts-de-France,1,734.98
Yorkshire,5.5,F,1,3.8,Hauts-de-France,0,87.34
Croisé,9.2,M,1,17.8,Hauts-de-France,4,840.59
Caniche,4.1,F,0,8.6,Auvergne-Rhône-Alpes,0,435.18
Teckel,12.6,F,1,8.5,Occitanie,1,83.97
Berger Allemand,14.7,M,0,29.0,Île-de-France,3,167.52
Labrador,13.4,M,1,32.2,Île-de-France,2,154.47
Caniche,9.2,F,0,11.6,Hauts-de-France,2,165.24
Teckel,4.9,F,1,8.7,Autres,0,114.63
Chihuahua,2.0,M,0,3.0,Occitanie,1,226.78
Beagle,8.9,M,1,15.4,Occitanie,2,428.29
Beagle,4.2,F,0,15.2,Auvergne-Rhône-Alpes,0,677.81
Croisé,7.6,F,0,19.5,Autres,0,187.22
Teckel,8.2,F,0,8.2,Auvergne-Rhône-Alpes,3,168.78
Husky,3.2,M,1,31.6,Nouvelle-Aquitaine,1,380.45
Husky,11.6,M,1,31.6,Occitanie,1,618.59
Bouledogue français,2.5,F,1,11.1,Auvergne-Rhône-Alpes,1,176.59
Labrador,8.8,M,1,30.2,Nouvelle-Aquitaine,4,482.64
Labrador,2.6,M,0,23.2,Hauts-de-France,1,437.1
Chihuahua,5.3,M,0,3.4,Hauts-de-France,1,95.55
Beagle,6.4,M,0,16.9,Hauts-de-France,0,155.09
Golden Retriever,10.7,M,0,36.9,Auvergne-Rhône-Alpes,2,585.1
Husky,4.0,F,0,33.0,Île-de-France,0,778.01
Beagle,6.2,F,0,13.7,Île-de-France,1,214.76
Croisé,6.8,F,0,16.2,Occitanie,0,457.43
Husky,8.0,F,1,31.8,Île-de-France,4,309.05
Beagle,4.7,F,1,11.6,Nouvelle-Aquitaine,1,181.72
Bouledogue français,11.7,M,1,10.0,Île-de-France,0,199.69
Berger Allemand,2.2,F,1,47.1,Hauts-de-France,0,112.74
Husky,14.2,M,1,29.4,Nouvelle-Aquitaine,4,234.52
Chihuahua,8.7,F,1,2.7,Hauts-de-France,1,294.37
Berger Allemand,12.6,M,0,43.8,Occitanie,0,809.72
Beagle,8.8,M,0,18.5,Nouvelle-Aquitaine,4,706.54
Teckel,0.6,F,1,7.0,Hauts-de-France,2,44.94
Rottweiler,3.2,M,1,48.4,Auvergne-Rhône-Alpes,3,212.92
Yorkshire,1.0,M,1,4.6,Île-de-France,3,62.87
Berger Allemand,7.4,F,0,45.6,Auvergne-Rhône-Alpes,0,1028.03
Rottweiler,2.6,F,0,50.1,Île-de-France,1,277.05
Chihuahua,13.0,F,1,3.5,Nouvelle-Aquitaine,2,204.5
Labrador,2.2,F,0,29.6,Île-de-France,0,348.22
Labrador,3.3,F,1,34.8,Nouvelle-Aquitaine,0,473.28
Yorkshire,12.5,M,1,4.8,Occitanie,2,33.84
Yorkshire,1.6,F,0,3.9,Auvergne-Rhône-Alpes,1,82.32
Croisé,1.1,M,0,21.4,Île-de-France,0,416.15
Labrador,12.8,M,1,35.6,Autres,3,1100.49
Yorkshire,0.7,F,0,3.9,Auvergne-Rhône-Alpes,1,177.42
Caniche,2.3,F,1,11.1,Île-de-France,1,101.95
Beagle,10.7,M,1,13.3,Autres,1,67.31
Teckel,8.7,F,0,9.3,Occitanie,1,130.54
Husky,8.3,F,1,19.5,Autres,2,146.25
Teckel,13.5,M,1,7.0,Nouvelle-Aquitaine,1,70.69
Golden Retriever,8.0,F,1,37.3,Hauts-de-France,2,578.89
Caniche,10.5,F,0,10.5,Autres,3,191.92
Berger Allemand,5.0,M,1,37.5,Nouvelle-Aquitaine,2,458.36
Berger Allemand,6.7,F,0,42.5,Nouvelle-Aquitaine,1,970.64
Husky,12.3,F,0,30.5,Nouvelle-Aquitaine,2,240.74
Chihuahua,6.0,F,1,3.4,Occitanie,1,73.96
Beagle,6.6,M,0,14.5,Occitanie,3,115.12
Teckel,6.2,M,0,8.2,Auvergne-Rhône-Alpes,1,179.36
Husky,4.9,M,0,31.4,Nouvelle-Aquitaine,2,285.09
Berger Allemand,3.0,F,0,30.4,Occitanie,3,229.06
Caniche,4.9,M,0,8.8,Nouvelle-Aquitaine,1,329.43
Husky,5.7,F,0,38.6,Hauts-de-France,0,520.1
Bouledogue français,0.8,M,0,13.5,Auvergne-Rhône-Alpes,0,126.01
Croisé,1.2,M,1,18.7,Auvergne-Rhône-Alpes,1,368.55
Husky,13.4,M,1,28.0,Nouvelle-Aquitaine,3,231.38
Bouledogue français,4.8,F,1,13.5,Autres,2,227.48
Golden Retriever,14.9,F,1,32.6,Île-de-France,2,590.58
Rottweiler,3.5,F,1,34.4,Hauts-de-France,1,171.9
Berger Allemand,13.1,F,1,30.9,Hauts-de-France,2,436.43
Chihuahua,8.8,F,0,2.6,Hauts-de-France,0,116.64
Rottweiler,1.0,M,1,49.6,Occitanie,1,634.65
Teckel,2.3,F,0,6.8,Hauts-de-France,1,123.57
Chihuahua,5.5,M,1,3.3,Auvergne-Rhône-Alpes,1,217.55
Husky,13.8,F,1,31.2,Hauts-de-France,2,1186.81
Golden Retriever,12.7,F,0,35.3,Auvergne-Rhône-Alpes,3,489.07
Beagle,12.5,M,1,14.5,Nouvelle-Aquitaine,3,200.9
Labrador,6.0,F,1,26.5,Auvergne-Rhône-Alpes,1,635.65
Bouledogue français,11.8,M,1,14.5,Nouvelle-Aquitaine,2,701.52
Chihuahua,10.6,F,1,2.4,Nouvelle-Aquitaine,1,104.48
Husky,13.9,M,0,32.9,Île-de-France,3,150.35
Rottweiler,12.4,F,1,42.2,Hauts-de-France,0,206.58
Rottweiler,6.2,M,1,29.1,Autres,0,351.91
Bouledogue français,13.2,F,0,9.7,Auvergne-Rhône-Alpes,2,468.42
Chihuahua,4.4,M,1,2.9,Occitanie,1,393.56
Caniche,8.8,F,1,11.0,Nouvelle-Aquitaine,2,185.26
Berger Allemand,6.7,F,1,40.0,Hauts-de-France,1,524.6
Beagle,6.2,M,1,14.8,Nouvelle-Aquitaine,1,155.05
Yorkshire,7.8,M,1,5.0,Occitanie,2,183.44
Croisé,2.9,F,0,17.9,Nouvelle-Aquitaine,0,97.31
Chihuahua,6.2,F,1,2.4,Auvergne-Rhône-Alpes,0,123.99
Yorkshire,6.6,F,0,4.0,Île-de-France,2,112.68
Husky,3.6,M,1,31.4,Occitanie,3,554.55
Husky,11.4,F,1,27.1,Occitanie,1,245.15
Rottweiler,8.8,F,1,59.9,Île-de-France,1,613.22
Bouledogue français,8.9,M,0,5.8,Occitanie,1,263.22
Yorkshire,11.7,M,0,3.3,Occitanie,0,66.76
Husky,4.9,F,0,30.3,Occitanie,0,70.98
Husky,4.9,F,1,19.3,Nouvelle-Aquitaine,1,876.75
Golden Retriever,1.0,M,0,27.2,Nouvelle-Aquitaine,1,612.09
Croisé,6.5,M,1,21.0,Nouvelle-Aquitaine,0,73.27
Croisé,3.4,M,1,15.7,Autres,1,98.44
Husky,14.9,F,1,16.5,Hauts-de-France,4,342.58
Caniche,2.4,F,1,11.0,Autres,0,5.4
Croisé,14.1,M,1,22.0,Autres,3,293.22
Yorkshire,11.3,M,0,3.7,Hauts-de-France,3,309.49
Rottweiler,7.0,M,1,40.2,Île-de-France,1,309.71
Teckel,9.3,F,1,9.9,Nouvelle-Aquitaine,2,435.91
Beagle,7.3,M,1,16.2,Île-de-France,1,321.46
Labrador,3.5,F,0,29.0,Occitanie,1,97.48
Bouledogue français,11.4,F,0,12.7,Île-de-France,1,320.49
Bouledogue français,4.3,M,1,10.8,Île-de-France,2,689.67
Beagle,10.0,M,0,15.7,Hauts-de-France,1,488.04
Teckel,7.0,F,0,6.9,Auvergne-Rhône-Alpes,2,343.86
Caniche,7.9,M,1,10.6,Île-de-France,3,410.39
Rottweiler,2.1,F,0,52.6,Occitanie,0,624.95
Chihuahua,6.4,F,1,3.0,Nouvelle-Aquitaine,0,28.67
Golden Retriever,4.4,M,1,42.5,Nouvelle-Aquitaine,3,1275.7
Rottweiler,4.5,F,1,57.7,Île-de-France,0,256.89
Golden Retriever,8.4,M,0,23.8,Autres,1,163.88
Teckel,5.4,F,0,7.3,Île-de-France,0,143.58
Teckel,11.4,M,0,8.1,Occitanie,0,76.23
Bouledogue français,7.2,M,0,14.3,Hauts-de-France,2,159.24
Yorkshire,2.8,F,1,4.1,Île-de-France,0,166.52
Croisé,4.0,F,1,25.6,Île-de-France,3,108.69
Husky,12.2,F,1,27.1,Occitanie,1,725.5
Beagle,13.8,F,0,13.6,Hauts-de-France,3,425.49
Caniche,5.6,F,0,9.8,Auvergne-Rhône-Alpes,1,101.88
Beagle,3.4,M,0,12.7,Auvergne-Rhône-Alpes,1,133.87
Yorkshire,9.5,F,1,3.3,Autres,1,377.11
Croisé,9.4,F,0,20.5,Île-de-France,3,835.8
Bouledogue français,13.3,M,1,10.3,Autres,1,43.2
Golden Retriever,4.5,F,0,31.6,Nouvelle-Aquitaine,1,318.93
Beagle,13.7,F,1,11.7,Hauts-de-France,0,155.39
Beagle,4.3,F,1,13.4,Occitanie,0,607.01
Bouledogue français,10.2,F,0,13.2,Autres,2,277.76
Golden Retriever,6.3,F,1,31.8,Hauts-de-France,1,616.35
Husky,12.8,M,0,31.0,Autres,2,81.94
Teckel,6.0,M,0,7.2,Auvergne-Rhône-Alpes,3,129.09
Husky,8.6,F,1,27.0,Nouvelle-Aquitaine,3,679.06
Rottweiler,13.4,F,0,40.7,Auvergne-Rhône-Alpes,1,861.5
Golden Retriever,9.8,F,1,28.0,Île-de-France,1,90.35
Husky,2.8,M,0,22.2,Île-de-France,1,591.07
Caniche,11.7,F,1,8.6,Occitanie,1,467.02
Labrador,8.0,F,1,21.6,Nouvelle-Aquitaine,1,215.9
Bouledogue français,10.0,M,0,13.4,Nouvelle-Aquitaine,1,115.71
Golden Retriever,5.1,F,0,31.5,Île-de-France,1,329.3
Rottweiler,14.5,F,1,53.6,Occitanie,1,897.7
Chihuahua,11.4,F,1,3.2,Occitanie,5,55.17
Chihuahua,7.9,F,1,2.3,Auvergne-Rhône-Alpes,3,75.33
Rottweiler,8.0,F,1,36.0,Autres,2,675.42
Chihuahua,3.0,F,0,3.1,Occitanie,0,34.09
Chihuahua,14.2,F,0,3.4,Occitanie,2,196.07
Husky,5.0,F,1,31.8,Hauts-de-France,1,416.28
Labrador,9.3,F,1,35.0,Île-de-France,3,537.11
Berger Allemand,1.6,M,1,36.7,Autres,0,416.94
Chihuahua,4.1,F,1,2.9,Nouvelle-Aquitaine,2,100.84
Labrador,14.8,M,0,34.7,Hauts-de-France,3,1521.78
Yorkshire,3.1,F,0,3.5,Nouvelle-Aquitaine,4,147.52
Beagle,12.3,M,1,13.5,Hauts-de-France,0,176.1
Teckel,7.9,M,1,10.6,Auvergne-Rhône-Alpes,2,79.41
Berger Allemand,5.1,M,1,37.7,Autres,0,287.73
Rottweiler,13.9,F,1,46.5,Hauts-de-France,2,2134.5
Labrador,10.8,F,0,22.7,Auvergne-Rhône-Alpes,0,364.09
Teckel,14.5,M,1,7.1,Île-de-France,5,65.34
Berger Allemand,7.3,F,0,33.0,Nouvelle-Aquitaine,2,711.03
Labrador,11.7,F,1,32.8,Auvergne-Rhône-Alpes,2,793.06
Croisé,12.2,F,1,20.5,Autres,2,306.17
Rottweiler,1.2,F,1,51.8,Hauts-de-France,1,600.19
Rottweiler,7.0,M,0,52.3,Nouvelle-Aquitaine,1,246.75
Teckel,3.0,F,0,7.1,Autres,1,115.2
Teckel,9.9,M,0,7.2,Hauts-de-France,2,202.06
Golden Retriever,13.7,M,1,40.1,Île-de-France,1,299.69
Berger Allemand,11.6,F,1,37.2,Autres,1,929.67
Husky,2.0,M,1,26.0,Hauts-de-France,0,686.11
Labrador,2.8,F,1,22.5,Nouvelle-Aquitaine,0,39.65
Croisé,13.8,F,1,20.5,Auvergne-Rhône-Alpes,3,587.28
Husky,7.6,F,0,26.3,Occitanie,1,48.09
Golden Retriever,14.3,M,1,30.8,Occitanie,6,32.61
Rottweiler,14.3,M,0,45.9,Hauts-de-France,3,601.59
Rottweiler,0.9,M,1,45.7,Auvergne-Rhône-Alpes,3,162.77
Caniche,14.3,F,1,9.5,Nouvelle-Aquitaine,1,227.55
Caniche,5.1,M,1,10.9,Occitanie,0,98.7
Croisé,11.7,F,0,21.2,Île-de-France,3,658.34
Beagle,8.5,F,1,10.0,Île-de-France,4,399.69
Teckel,3.6,F,0,9.5,Nouvelle-Aquitaine,3,235.6
Beagle,10.1,F,1,10.6,Autres,0,183.4
Yorkshire,12.1,M,1,4.0,Hauts-de-France,0,297.84
Beagle,1.6,F,1,16.3,Île-de-France,0,113.23
Chihuahua,10.6,M,0,3.3,Île-de-France,0,686.63
Bouledogue français,4.7,M,1,12.5,Île-de-France,1,57.85
Golden Retriever,3.4,F,1,24.5,Nouvelle-Aquitaine,0,601.24
Golden Retriever,3.2,F,1,29.7,Auvergne-Rhône-Alpes,1,362.56
Labrador,14.6,M,0,32.6,Île-de-France,2,373.62
Teckel,3.2,M,0,6.1,Autres,0,141.08
Teckel,7.9,F,0,11.4,Nouvelle-Aquitaine,3,284.48
Chihuahua,10.5,M,1,3.0,Autres,2,112.26
Berger Allemand,5.9,M,0,26.0,Hauts-de-France,2,640.28
Bouledogue français,9.8,F,1,11.3,Auvergne-Rhône-Alpes,1,231.35
Rottweiler,8.2,M,1,40.1,Auvergne-Rhône-Alpes,1,964.45
Labrador,11.3,M,1,31.5,Île-de-France,0,366.89
Teckel,10.2,M,1,8.1,Autres,1,114.32
Yorkshire,4.7,F,1,4.5,Hauts-de-France,0,59.03
Berger Allemand,8.8,F,0,36.0,Occitanie,1,1045.23
Caniche,7.9,F,1,8.2,Autres,2,81.49
Caniche,10.8,F,0,8.8,Autres,3,104.57
Beagle,4.8,F,0,15.8,Occitanie,0,20.31
Chihuahua,4.8,F,1,3.3,Occitanie,2,88.04
